1 1 1 1 1 1 1 1 1 1 1 1
2 2 2 2 2 1 1 1 1 2 1 1
3 3 3 3 3 2 1 1 1 2 1 1
4 3 4 4 4 3 1 1 2 2 2 1
5 4 5 5 5 3 1 2 3 2 2 1
6 4 5 6 6 3 1 2 3 2 2 1
7 5 5 7 6 4 2 3 3 2 2 1
8 5 6 8 6 4 2 3 3 2 2 1
9 6 6 8 6 4 2 4 3 3 2 2
10 6 6 8 6 5 2 4 3 3 2 2
11 7 7 9 7 5 2 4 3 3 2 2
12 7 7 9 7 5 2 4 3 3 2 2
13 8 7 10 7 5 2 4 3 3 2 2
14 9 7 10 7 5 2 4 3 3 2 2
15 10 8 11 8 5 2 4 3 3 2 2
16 11 8 11 8 5 2 4 3 3 2 2
17 11 8 12 8 5 2 4 3 3 2 2
18 12 9 12 8 5 2 4 3 3 2 2
19 12 9 12 8 5 3 4 4 3 2 2
20 12 9 13 8 5 3 4 4 3 2 2
21 13 9 14 8 5 3 4 4 3 2 2
22 13 10 14 8 5 3 4 4 3 2 2
23 13 10 14 8 5 3 4 4 3 2 2
24 14 10 14 8 5 3 4 4 3 2 2
25 14 11 15 9 5 3 4 4 3 2 2
26 14 11 15 9 5 3 4 4 3 2 2
27 15 11 15 9 5 3 4 4 3 2 2
28 15 11 15 9 5 3 4 4 3 2 2
29 15 11 15 9 6 3 4 4 3 2 2
30 16 11 15 9 6 3 4 4 3 2 2
31 16 11 15 9 6 3 4 4 3 2 2
32 16 12 15 9 6 3 4 4 3 2 2
33 17 12 15 9 6 3 4 4 3 2 2
34 17 13 15 9 6 3 4 4 3 2 2
35 18 13 15 9 6 3 4 4 3 2 2
36 18 13 16 9 6 3 4 4 3 2 2
37 19 13 16 9 6 3 4 4 3 2 2
38 19 13 16 10 6 3 4 4 3 3 2
39 19 14 16 10 6 3 4 4 3 3 2
40 19 14 17 10 6 3 4 4 3 3 2
41 20 14 17 10 6 3 4 4 3 3 2
42 20 14 17 10 6 3 4 4 3 3 2
43 20 14 17 10 6 3 4 4 3 3 2
44 21 15 17 10 6 3 4 4 3 3 2
45 21 15 17 10 6 3 4 4 3 3 2
46 21 15 17 10 6 3 4 4 3 3 2
47 21 15 18 10 6 3 4 4 3 3 2
48 22 15 18 10 7 3 4 4 3 3 2
49 23 15 18 10 7 3 4 4 3 3 2
50 23 15 18 10 7 3 4 4 3 3 2
51 23 16 18 10 7 3 4 4 3 3 2
52 23 16 18 11 7 3 4 4 3 3 2
53 23 16 18 11 8 3 4 4 3 3 2
54 23 16 19 11 8 3 4 4 3 3 2
55 23 16 19 11 8 3 4 4 3 3 2
56 23 16 19 11 8 3 4 4 3 3 2
57 24 17 19 12 8 3 4 4 3 3 2
58 24 17 20 12 8 4 4 4 3 3 2
59 24 17 20 12 8 4 4 4 3 3 2
60 24 17 20 12 8 4 4 4 3 3 2
61 24 17 20 12 8 4 4 4 3 3 2
62 25 17 20 12 8 4 4 4 3 3 2
63 25 17 20 12 8 4 4 4 3 3 2
64 26 17 20 12 8 4 4 4 3 3 2
65 26 18 20 12 8 4 4 4 3 3 2
66 26 18 20 12 8 4 5 4 3 3 2
67 27 18 20 12 8 4 5 4 3 3 2
68 27 18 20 12 8 4 5 4 3 3 2
69 27 18 20 12 8 4 5 4 3 3 2
70 28 18 20 12 8 4 5 4 3 3 2
71 28 18 20 12 8 4 5 4 3 3 2
72 28 18 20 12 8 4 5 4 3 3 2
73 28 19 20 12 8 4 5 5 3 3 2
74 28 19 20 12 8 4 5 5 3 3 2
75 28 19 20 12 9 4 5 5 3 3 2
76 28 19 20 12 9 4 5 5 3 3 2
77 28 19 20 12 9 4 5 5 3 3 2
78 28 19 20 12 9 4 5 5 3 3 2
79 29 19 20 12 9 4 5 5 3 3 2
80 29 19 20 12 9 4 5 5 3 3 2
81 30 19 20 12 9 4 5 5 3 3 2
82 30 19 20 12 9 4 5 5 3 3 2
83 31 19 20 12 9 4 5 5 3 3 2
84 31 19 20 12 9 4 5 5 3 3 2
85 31 19 20 12 9 4 5 5 3 3 2
86 31 19 20 12 9 4 5 5 3 3 2
87 31 19 20 12 9 4 5 5 3 3 2
88 31 19 20 12 9 4 5 5 3 3 2
89 32 19 20 12 9 4 5 5 3 3 2
90 32 19 20 12 9 4 5 5 3 3 2
91 32 19 20 12 9 4 5 5 3 3 2
92 32 19 20 12 9 4 5 5 3 3 2
93 32 19 20 12 9 4 5 5 3 3 2
94 32 19 20 12 9 4 5 5 3 3 2
95 32 19 20 12 9 4 5 5 3 3 2
96 32 19 20 12 9 4 5 5 3 3 2
97 33 19 21 12 9 4 5 5 3 3 2
98 33 19 21 12 9 4 5 5 3 3 2
99 34 19 21 12 9 4 5 5 3 3 2
100 34 19 21 12 9 4 5 5 3 3 2
101 34 19 21 12 9 4 5 5 3 3 2
102 34 19 21 12 9 4 5 5 3 3 2
103 34 19 21 12 9 4 5 5 3 3 2
104 35 19 21 12 9 4 5 5 3 3 2
105 35 19 21 12 9 5 5 5 3 3 2
106 35 19 21 12 9 5 5 5 3 3 2
107 35 19 21 12 9 5 5 5 3 3 2
108 35 19 21 12 9 5 5 5 3 3 2
109 35 19 21 12 9 5 5 5 3 3 2
110 35 19 21 13 9 5 5 5 3 3 2
111 35 19 21 13 9 5 5 5 3 3 2
112 35 19 21 13 10 5 5 5 3 3 2
113 35 19 21 13 10 5 5 5 3 3 2
114 35 19 21 13 10 5 5 5 3 3 2
115 35 19 21 13 10 5 5 5 3 3 2
116 35 19 21 13 10 5 5 5 3 3 2
117 35 19 21 13 10 5 5 5 3 3 2
118 35 19 21 13 10 5 5 5 3 3 2
119 35 19 21 14 10 5 5 5 3 3 2
120 35 19 21 14 10 5 5 5 3 3 2
121 35 19 21 14 10 5 5 5 3 3 2
122 35 19 21 14 10 5 5 5 3 3 2
123 35 19 21 14 10 5 5 5 3 3 2
124 35 19 21 15 10 5 5 5 3 3 2
125 35 19 21 15 10 5 5 5 3 3 2
126 35 19 21 15 10 5 5 5 3 3 2
127 35 19 21 15 10 5 5 5 3 3 2
128 35 19 21 15 10 5 5 5 3 3 2
129 35 19 21 15 10 5 5 5 3 3 2
130 35 19 21 15 10 5 5 5 3 3 2
131 36 19 21 15 10 5 5 5 3 3 2
132 36 19 21 15 10 5 5 5 3 3 2
133 36 19 21 15 10 5 5 5 3 3 2
134 36 19 21 15 10 5 5 5 3 3 2
135 36 19 21 15 10 5 5 5 3 3 2
136 36 19 21 15 10 5 5 5 3 3 2
137 36 19 21 15 10 5 5 5 3 3 2
138 36 19 21 15 10 5 5 5 3 3 2
139 36 19 21 16 10 5 5 5 3 3 2
140 36 19 21 16 10 5 5 5 3 3 2
141 36 19 21 16 10 5 5 5 3 3 2
142 36 19 21 16 10 5 5 5 3 3 2
143 36 19 21 16 10 5 5 5 3 3 2
144 36 19 21 16 10 5 5 5 3 3 2
145 37 19 21 17 10 5 5 5 3 3 2
146 37 19 21 17 10 5 5 5 3 3 2
147 37 19 21 17 10 5 5 5 3 3 2
148 37 19 21 17 10 5 5 5 3 3 2
149 37 19 21 17 10 5 5 5 3 3 2
150 37 19 21 17 10 5 5 5 3 3 2
151 37 19 21 17 10 5 5 5 3 3 2
152 37 19 21 17 10 5 5 5 3 3 2
153 37 19 21 17 10 5 5 5 3 3 2
154 37 19 21 17 10 5 5 5 3 3 2
155 38 19 21 17 10 5 5 5 3 3 2
156 38 19 21 17 10 5 5 5 3 3 2
157 38 19 21 17 10 5 5 5 3 3 2
158 38 19 21 17 10 5 5 5 3 3 2
159 38 19 21 17 10 5 5 5 3 3 2
160 38 19 21 17 10 5 5 5 3 3 2
161 38 19 21 17 10 5 5 5 3 3 2
162 38 19 21 17 10 5 5 5 3 3 2
163 38 19 21 17 10 5 5 5 3 3 2
164 38 19 21 18 10 5 5 5 3 3 2
165 38 19 21 18 10 5 5 5 3 3 2
166 38 19 21 18 10 5 5 5 3 3 2
167 38 19 21 18 10 5 5 5 3 3 2
168 38 19 21 18 10 5 5 5 3 3 2
169 38 19 21 18 10 5 5 5 3 3 2
170 38 19 21 18 10 5 5 5 3 3 2
171 38 19 21 18 10 5 5 5 3 3 2
172 38 19 21 18 10 5 5 5 3 3 2
173 38 19 21 19 10 5 5 5 3 3 2
174 38 19 21 19 10 5 5 5 3 3 2
175 38 19 21 19 10 5 5 5 3 3 2
176 38 19 21 19 10 5 5 5 3 3 2
177 38 19 21 19 10 5 5 5 3 3 2
178 38 19 21 19 10 5 5 5 3 3 2
179 38 19 21 19 10 5 5 5 3 3 2
180 38 19 21 19 10 5 5 5 3 3 2
181 38 19 21 19 10 5 5 5 3 3 2
182 38 19 21 19 10 5 5 5 3 3 2
183 38 19 21 19 10 5 5 5 3 3 2
184 38 19 21 19 10 5 5 5 3 3 2
185 38 19 21 19 10 5 5 5 3 3 2
186 38 19 21 19 10 5 5 5 3 3 2
187 38 19 21 19 10 5 5 5 3 3 2
188 38 19 21 19 10 5 5 5 3 3 2
189 38 19 21 19 10 5 5 5 3 3 2
190 38 19 21 19 10 5 5 5 3 3 2
191 38 19 21 19 10 5 5 5 3 3 2
192 38 19 21 19 10 5 5 5 3 3 2
193 38 19 21 19 11 5 5 5 3 3 2
194 38 19 21 19 11 5 5 5 3 3 2
195 38 19 21 20 11 5 5 5 3 3 2
196 38 19 21 20 11 5 5 5 3 3 2
197 38 19 21 20 11 5 5 5 3 3 2
198 38 19 21 20 11 5 5 5 3 3 2
199 38 19 21 20 11 5 5 5 3 3 2
200 38 19 21 20 11 5 5 5 3 3 2

