Iris & 0.000 & 0.000 & 0.000 && 0.968 & 0.460 & 260.318 \\
Wine & 0.000 & 0.000 & 0.000 && 0.916 & 2.159 & 346.557 \\
Soybean & 0.000 & 0.000 & 0.000 && 0.564 & 0.000 & 81.303 \\
Pima & 0.000 & 0.000 & 0.000 && 0.613 & 18.846 & 2456.016 \\
Balance & 0.000 & 0.000 & 0.000 && 0.580 & 19.548 & 1586.205 \\
Boston & 0.000 & 0.000 & 0.000 && 0.004 & 0.613 & 938.555 \\
Diabetes & 0.000 & 0.000 & 0.000 && 0.002 & 0.684 & 768.886 \\
Breast_Cancer & 0.000 & 0.000 & 0.000 && 0.807 & 9.744 & 2016.903 \\
Bupa & 0.000 & 0.000 & 0.000 && 0.991 & 0.307 & 775.164 \\
Ecoli & 0.000 & 0.000 & 0.000 && 0.201 & 20.070 & 658.447 \\
Haberman & 0.000 & 0.000 & 0.000 && 1.000 & 0.000 & 642.735 \\
Led7Digit & 0.000 & 0.000 & 0.000 && 0.017 & 12.655 & 1060.932 \\
Monk2 & 0.000 & 0.000 & 0.000 && 0.904 & 4.448 & 1049.996 \\
Newthyroid & 0.000 & 0.000 & 0.000 && 0.842 & 4.385 & 411.091 \\
Vehicle & 0.000 & 0.000 & 0.000 && 0.130 & 30.494 & 2710.961 \\
Zoo & 0.000 & 0.000 & 0.000 && 0.203 & 3.524 & 169.443 \\
Sonar & 0.000 & 0.000 & 0.000 && 1.000 & 0.000 & 568.346 \\
Heart & 0.000 & 0.000 & 0.000 && 1.000 & 0.000 & 612.975 \\
Ionosphere & 0.000 & 0.000 & 0.000 && 0.982 & 0.765 & 1034.442 \\
Wdbc & 0.000 & 0.000 & 0.000 && 0.788 & 10.290 & 2022.157 \\
Vowel & 0.000 & 0.000 & 0.000 && 0.003 & 13.867 & 2824.208 \\
Movement_Libras & 0.000 & 0.000 & 0.000 && 0.018 & 7.324 & 834.082 \\
Appendicitis & 0.000 & 0.000 & 0.000 && 1.000 & 0.000 & 192.199 \\
Saheart & 0.000 & 0.000 & 0.000 && 0.881 & 5.619 & 1221.028 \\
Spectfheart & 0.000 & 0.000 & 0.000 && 1.000 & 0.000 & 796.092 \\
Hayesroth & 0.000 & 0.000 & 0.000 && 0.812 & 1.976 & 281.678 \\
Tae & 0.000 & 0.000 & 0.000 && 0.892 & 1.419 & 267.829 \\
Glass & 0.000 & 0.000 & 0.000 && 0.322 & 15.969 & 392.597 \\
Rand & 0.000 & 0.000 & 0.000 && 0.937 & 1.379 & 255.055 \\
Spiral & 0.000 & 0.000 & 0.000 && 1.000 & 0.000 & 609.003 \\
Moons & 0.000 & 0.000 & 0.000 && 1.000 & 0.000 & 609.655 \\
Circles & 0.000 & 0.000 & 0.000 && 1.000 & 0.000 & 609.789 \\
