Iris & 0.000 & 0.000 & 0.000 && 0.725 & 0.000 & 319.913 \\
Wine & 0.000 & 0.000 & 0.000 && 0.411 & 0.000 & 424.306 \\
Soybean & 0.000 & 0.000 & 0.000 && 0.029 & 0.000 & 110.987 \\
Pima & 0.000 & 0.000 & 0.000 && 0.006 & 20.999 & 2576.057 \\
Balance & 0.000 & 0.000 & 0.000 && 0.070 & 17.218 & 1557.244 \\
Boston & 0.000 & 0.000 & 0.000 && 0.004 & 0.000 & 881.924 \\
Diabetes & 0.000 & 0.000 & 0.000 && 0.005 & 0.079 & 741.440 \\
Breast_Cancer & 0.000 & 0.000 & 0.000 && 0.257 & 11.823 & 2620.438 \\
Bupa & 0.000 & 0.000 & 0.000 && -0.002 & 1.438 & 874.138 \\
Ecoli & 0.000 & 0.000 & 0.000 && 0.038 & 5.882 & 723.320 \\
Haberman & 0.000 & 0.000 & 0.000 && -0.001 & 0.333 & 702.652 \\
Led7Digit & 0.000 & 0.000 & 0.000 && 0.023 & 5.867 & 1093.769 \\
Monk2 & 0.000 & 0.000 & 0.000 && 0.062 & 6.234 & 1147.969 \\
Newthyroid & 0.000 & 0.000 & 0.000 && -0.076 & 0.000 & 473.007 \\
Vehicle & 0.000 & 0.000 & 0.000 && 0.016 & 19.446 & 2855.465 \\
Zoo & 0.000 & 0.000 & 0.000 && 0.189 & 0.000 & 212.255 \\
Sonar & 0.000 & 0.000 & 0.000 && 0.012 & 0.000 & 836.734 \\
Heart & 0.000 & 0.000 & 0.000 && 0.013 & 0.000 & 732.422 \\
Ionosphere & 0.000 & 0.000 & 0.000 && 0.063 & 1.961 & 1341.073 \\
Wdbc & 0.000 & 0.000 & 0.000 && 0.128 & 12.414 & 2609.426 \\
Vowel & 0.000 & 0.000 & 0.000 && 0.002 & 9.420 & 1956.074 \\
Movement_Libras & 0.000 & 0.000 & 0.000 && 0.020 & 0.784 & 732.515 \\
Appendicitis & 0.000 & 0.000 & 0.000 && 0.060 & 0.000 & 191.478 \\
Saheart & 0.000 & 0.000 & 0.000 && 0.039 & 8.188 & 1024.478 \\
Spectfheart & 0.000 & 0.000 & 0.000 && 0.305 & 0.000 & 730.300 \\
Hayesroth & 0.000 & 0.000 & 0.000 && -0.007 & 0.000 & 272.314 \\
Tae & 0.000 & 0.000 & 0.000 && -0.005 & 0.000 & 259.130 \\
Glass & 0.000 & 0.000 & 0.000 && -0.004 & 0.000 & 365.387 \\
Rand & 0.000 & 0.000 & 0.000 && 0.956 & 0.000 & 247.081 \\
Spiral & 0.000 & 0.000 & 0.000 && 0.004 & 0.000 & 536.295 \\
Moons & 0.000 & 0.000 & 0.000 && 0.357 & 0.000 & 534.777 \\
Circles & 0.000 & 0.000 & 0.000 && 0.129 & 0.000 & 536.546 \\
