0.4326 0 494.1352 0.6698 0 451.2902
0.2576 0 642.319 0.2356 0 586.0922
0.371 0 175.2238 0.483 0 159.0166
0.0114 15.1688 3803.8156 0.0142 12.6048 3723.0912
0.012 10.2416 2416.3838 0.0204 8.266 2372.859
-0.0016 0 1405.3812 0.0012 0 1425.6676
0.001 0 1173.4036 2e-04 0.6326 1374.7112
0.0518 9.7044 3427.3958 0.0992 7.685 3453.035
0.0216 2.222 1350.3268 0.005 2.7448 1320.9462
0.0046 6.9118 1098.6644 0.004 1.6178 1045.6986
0.0104 2 1098.0432 -0.0034 1.9996 1065.6082
0.006 4.8668 1668.2062 0.0022 1.9334 1648.5696
0.0426 3.8096 1743.8738 0.0348 3.6366 1702.8584
-0.0404 0 735.3968 -0.0632 0.3636 720.2752
0.0022 19.5572 4008.9124 0.0028 10.2546 4024.2924
0.0156 0 332.4746 0.129 0 318.6844
0.01 0.3636 1076.2476 0.0014 0.7272 1061.9664
0.007 0 1102.5488 0.0062 1.099 1081.8494
0.025 3.399 1821.0488 0.0436 3.5296 1780.7694
0.0376 10.246 3424.3972 0.0252 9.2118 3400.4148
0.0014 10.4652 3796.154 0.001 8.0004 3763.4848
0.0026 0.7842 1437.9076 8e-04 0.3924 1403.7826
0.000600000000000002 0 374.3882 -0.0472 0 360.1496
0.0286 6.1596 2013.5796 0.006 6.7392 1977.8386
0.1044 1.0986 1395.3888 0.0842 0.6592 1365.1806
-0.0092 0 534.2942 0.0022 0 507.3
0.0042 0 506.495 0.0096 0 476.7858
-0.0086 0 703.1724 -0.0072 0 686.8434
0.5242 0 476.6714 0.7686 0 454.7194
0.016 0.952 1044.6974 0.0044 0.9526 1021.1576
0.0806 1.9048 1040.9258 0.1566 0.5714 1021.0276
0.0198 1.333 1042.5968 0.0272 1.1428 1004.2868
0.06383125 3.47463125 1480.13968125 0.08491875 2.6488875 1461.2579
